rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err
1224,5301750,K01589.04,Kepler-84 d,CONFIRMED,Active,2017-05-10,CANDIDATE,0.9960,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,4.224536310,2.2200000e-05,-2.2200000e-05,135.4290800,3.880000e-03,-3.880000e-03,2454968.429,3.880000e-03,-3.880000e-03,0,,,,,,0.8230,0.1250,-0.5630,3.12800,0.11900,-0.11900,,,,1.5910e+02,1.030e+01,-1.030e+01,0.012939,2.101000e-03,-1.455000e-03,0.24687,0.99109,-0.20457,LS+MCMC,1.60,2.500e-01,-2.300e-01,0.0510,,,82.31,,,1254.0,,,584.24,259.90,-188.44,6.150000,2.700000,-2.700000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2916,0.3447,q1_q17_dr25_koi,4.1128078,13.3533820,16.70,5,275,4,q1_q17_dr25_tce,11111111111111111000000000000000,0.88630,Mandel and Agol (2002 ApJ 580 171),,,005/005301/005301750/dv/kplr005301750-20160209194854_dvr.pdf,005/005301/005301750/dv/kplr005301750-004-20160209194854_dvs.pdf,6036.00,120.00,-132.00,4.326,0.120,-0.120,-0.1800,0.1500,-0.1500,1.1310,0.1760,-0.1580,0.9870,0.0720,-0.0640,,,,q1_q17_dr25_stellar,298.252040,40.496078,14.764,15.272,14.718,14.547,14.440,13.583,13.234,13.193,0.311,19.883488000,0.000019000,40.49612000,0.00022000,0.75000,0.80000,0.14000,0.80000,-2.000000e-05,1.20000e-04,1.000000e-04,1.20000e-04,-0.0700,0.4600,0.1500,0.4200,0.1600,0.4200,-0.1300,0.4900,0.1500,0.3500,0.2000,0.4500
1225,5301750,K01589.05,Kepler-84 f,CONFIRMED,Active,2017-05-10,CANDIDATE,0.9960,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,44.552026600,4.5310000e-04,-4.5310000e-04,160.2938600,7.440000e-03,-7.440000e-03,2454993.294,7.440000e-03,-7.440000e-03,0,,,,,,0.6890,0.2530,-0.4540,6.00000,0.21200,-0.21200,,,,3.6210e+02,2.250e+01,-2.250e+01,0.018527,4.080000e-03,-1.243000e-03,0.73477,1.05406,-0.67124,LS+MCMC,2.29,3.500e-01,-3.200e-01,0.2451,,,89.07,,,572.0,,,25.30,11.25,-8.16,42.600000,20.400000,-20.400000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2916,0.3447,q1_q17_dr25_koi,4.5988445,13.4440040,16.70,5,28,5,q1_q17_dr25_tce,11111111111111111000000000000000,0.16280,Mandel and Agol (2002 ApJ 580 171),,,005/005301/005301750/dv/kplr005301750-20160209194854_dvr.pdf,005/005301/005301750/dv/kplr005301750-005-20160209194854_dvs.pdf,6036.00,120.00,-132.00,4.326,0.120,-0.120,-0.1800,0.1500,-0.1500,1.1310,0.1760,-0.1580,0.9870,0.0720,-0.0640,,,,q1_q17_dr25_stellar,298.252040,40.496078,14.764,15.272,14.718,14.547,14.440,13.583,13.234,13.193,0.299,19.883465000,0.000020000,40.49629000,0.00024000,-0.22000,0.83000,0.75000,0.87000,2.900000e-04,3.00000e-04,1.000000e-05,3.10000e-04,-0.3800,0.3200,0.1400,0.4700,0.4100,0.3200,-0.4500,0.3100,0.1600,0.4300,0.4800,0.2900
1226,5526717,K01677.01,Kepler-926 b,CONFIRMED,Active,2017-05-10,CANDIDATE,0.9940,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,52.069002000,1.9590000e-04,-1.9590000e-04,178.1552500,2.840000e-03,-2.840000e-03,2455011.155,2.840000e-03,-2.840000e-03,0,,,,,,0.2750,0.1800,-0.2750,3.00890,0.08870,-0.08870,,,,5.5830e+02,2.330e+01,-2.330e+01,0.021433,6.920000e-04,-7.840000e-04,15.34753,2.53123,-5.16700,LS+MCMC,2.92,4.200e-01,-5.200e-01,0.2739,,,89.88,,,524.0,,,17.76,6.75,-6.40,130.100000,21.400000,-21.400000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2193,0.4785,q1_q17_dr25_koi,7.2824810,21.9262640,25.60,2,24,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.50570,Mandel and Agol (2002 ApJ 580 171),,,005/005526/005526717/dv/kplr005526717-20160209194854_dvr.pdf,005/005526/005526717/dv/kplr005526717-001-20160209194854_dvs.pdf,5565.00,75.00,-83.00,4.251,0.149,-0.108,0.3200,0.1500,-0.1500,1.2460,0.1790,-0.2190,1.0080,0.0570,-0.0570,,,,q1_q17_dr25_stellar,289.679350,40.700459,14.279,14.760,14.221,14.073,14.000,13.105,12.789,12.687,0.000,19.311948000,0.000013000,40.70002000,0.00016000,-0.34000,0.55000,-1.59000,0.57000,2.400000e-04,3.10000e-04,8.600000e-04,3.20000e-04,0.0100,0.2300,-0.6900,0.3600,0.6900,0.3600,0.0400,0.2400,-0.8400,0.3700,0.8400,0.3700
1231,6034945,K01683.01,Kepler-927 b,CONFIRMED,Active,2017-05-10,CANDIDATE,0.9970,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,9.115002690,5.0790000e-05,-5.0790000e-05,133.9752300,4.690000e-03,-4.690000e-03,2454966.975,4.690000e-03,-4.690000e-03,0,,,,,,0.6750,0.0090,-0.5190,4.55800,0.12100,-0.12100,,,,2.6830e+02,1.410e+01,-1.410e+01,0.015881,3.283000e-03,-9.970000e-04,0.35789,0.45844,-0.30808,LS+MCMC,1.78,5.600e-01,-2.300e-01,0.0866,,,86.67,,,906.0,,,159.34,145.26,-54.55,11.630000,5.000000,-5.000000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2868,0.3588,q1_q17_dr25_koi,4.9030940,23.9852390,21.70,1,147,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.08990,Mandel and Agol (2002 ApJ 580 171),,,006/006034/006034945/dv/kplr006034945-20160209194854_dvr.pdf,006/006034/006034945/dv/kplr006034945-001-20160209194854_dvs.pdf,5962.00,160.00,-195.00,4.431,0.070,-0.210,0.0000,0.2500,-0.3000,1.0280,0.3200,-0.1370,1.0390,0.1420,-0.1290,,,,q1_q17_dr25_stellar,289.383510,41.392689,14.630,15.124,14.574,14.418,14.341,13.460,13.137,13.032,0.113,19.292246000,0.000010000,41.39273000,0.00011000,0.47000,0.41000,0.14000,0.41000,-1.600000e-04,1.30000e-04,-7.000000e-05,1.30000e-04,0.3700,0.1800,0.0700,0.2600,0.3800,0.2000,0.2900,0.1600,0.0300,0.2600,0.2900,0.1700
1233,8692861,K00172.01,Kepler-69 b,CONFIRMED,Active,2017-05-10,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,13.722368200,1.8220000e-05,-1.8220000e-05,137.8408300,1.120000e-03,-1.120000e-03,2454970.841,1.120000e-03,-1.120000e-03,0,,,,,,0.0090,0.3590,-0.0090,5.12310,0.03570,-0.03570,,,,5.7110e+02,6.500e+00,-6.500e+00,0.021681,4.090000e-04,-1.710000e-04,0.91895,0.01958,-0.18908,LS+MCMC,2.23,2.800e-01,-2.700e-01,0.1048,,,89.98,,,746.0,,,73.16,26.92,-20.94,20.914000,0.446000,-0.446000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2787,0.3728,q1_q17_dr25_koi,12.4826820,82.3139500,97.90,2,97,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.39650,Mandel and Agol (2002 ApJ 580 171),,,008/008692/008692861/dv/kplr008692861-20160209194854_dvr.pdf,008/008692/008692861/dv/kplr008692861-001-20160209194854_dvs.pdf,5637.00,113.00,-101.00,4.399,0.132,-0.088,-0.3000,0.1500,-0.1500,0.9430,0.1170,-0.1170,0.8130,0.0720,-0.0360,,,,q1_q17_dr25_stellar,293.260930,44.868889,13.749,14.190,13.701,13.559,13.496,12.631,12.284,12.234,0.257,19.550729800,0.000003600,44.86883900,0.00004000,0.02000,0.14000,-0.18000,0.14000,8.900000e-05,7.80000e-05,-2.700000e-05,8.20000e-05,0.0400,0.1200,0.0400,0.1100,0.0500,0.1500,0.0100,0.1300,-0.0700,0.1200,0.0700,0.1100
1237,4741126,K01534.02,Kepler-887 c,CONFIRMED,Active,2017-05-10,CANDIDATE,0.9930,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,7.638460840,5.4250000e-05,-5.4250000e-05,138.2455700,5.820000e-03,-5.820000e-03,2454971.246,5.820000e-03,-5.820000e-03,0,,,,,,0.4050,0.0450,-0.4050,3.95700,0.16200,-0.16200,,,,7.1700e+01,4.700e+00,-4.700e+00,0.007869,2.350000e-04,-4.400000e-04,0.82008,0.35696,-0.16457,LS+MCMC,1.12,1.900e-01,-1.600e-01,0.0797,,,88.30,,,1089.0,,,333.30,159.35,-108.70,13.630000,5.900000,-5.900000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2844,0.3661,q1_q17_dr25_koi,3.6442664,13.5855050,16.60,2,167,2,q1_q17_dr25_tce,11111111111111111000000000000000,0.97290,Mandel and Agol (2002 ApJ 580 171),,,004/004741/004741126/dv/kplr004741126-20160209194854_dvr.pdf,004/004741/004741126/dv/kplr004741126-002-20160209194854_dvs.pdf,6119.00,110.00,-135.00,4.274,0.115,-0.115,0.1000,0.1500,-0.1500,1.2990,0.2250,-0.1840,1.1570,0.0930,-0.1020,,,,q1_q17_dr25_stellar,290.090820,39.816990,13.470,13.809,13.423,13.325,13.304,12.539,12.270,12.241,0.124,19.339374000,0.000017000,39.81717000,0.00023000,-0.58000,0.72000,0.63000,0.83000,2.800000e-05,5.00000e-05,-5.500000e-05,5.80000e-05,0.2000,1.9000,-1.1000,1.9000,1.1000,1.9000,0.0000,1.9000,-1.3000,1.9000,1.3000,1.9000
1238,11669125,K01535.01,Kepler-888 b,CONFIRMED,Active,2017-05-10,CANDIDATE,0.9560,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,70.698172400,3.5350000e-04,-3.5350000e-04,188.5679500,4.030000e-03,-4.030000e-03,2455021.568,4.030000e-03,-4.030000e-03,0,,,,,,0.0260,0.4000,-0.0260,6.63200,0.10400,-0.10400,,,,3.5770e+02,1.100e+01,-1.100e+01,0.017221,5.490000e-04,-3.410000e-04,2.14974,0.08257,-0.65134,LS+MCMC,1.63,2.200e-01,-1.000e-01,0.3280,,,89.98,,,417.0,,,7.11,2.75,-1.28,82.820000,3.200000,-3.200000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2711,0.3858,q1_q17_dr25_koi,9.5749200,31.9326880,37.70,1,18,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.96760,Mandel and Agol (2002 ApJ 580 171),,,011/011669/011669125/dv/kplr011669125-20160209194854_dvr.pdf,011/011669/011669125/dv/kplr011669125-001-20160209194854_dvs.pdf,5811.00,104.00,-116.00,4.536,0.030,-0.113,-0.2000,0.1500,-0.1500,0.8660,0.1180,-0.0500,0.9400,0.0450,-0.0770,,,,q1_q17_dr25_stellar,295.521210,49.738628,13.046,13.424,12.993,12.884,12.829,11.915,11.657,11.594,0.023,19.701416800,0.000009000,49.73867100,0.00008900,0.10000,0.31000,0.15000,0.32000,-1.300000e-04,1.20000e-04,-1.600000e-04,1.20000e-04,0.4500,0.2300,0.3900,0.2600,0.6000,0.2900,0.5900,0.2200,0.6000,0.2300,0.8400,0.2500
1239,12159249,K01536.01,Kepler-889 b,CONFIRMED,Active,2017-05-10,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,3.744436450,1.4500000e-05,-1.4500000e-05,133.5599700,3.080000e-03,-3.080000e-03,2454966.560,3.080000e-03,-3.080000e-03,0,,,,,,0.1690,0.3000,-0.1690,2.91910,0.08760,-0.08760,,,,7.3300e+01,3.400e+00,-3.400e+00,0.007798,3.090000e-04,-2.780000e-04,1.25230,0.15856,-0.44694,LS+MCMC,1.10,1.800e-01,-1.700e-01,0.0492,,,89.01,,,1328.0,,,736.89,338.30,-247.13,9.750000,1.200000,-1.200000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2826,0.3729,q1_q17_dr25_koi,4.1786084,20.1870400,25.40,1,359,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.93730,Mandel and Agol (2002 ApJ 580 171),,,012/012159/012159249/dv/kplr012159249-20160209194854_dvr.pdf,012/012159/012159249/dv/kplr012159249-001-20160209194854_dvs.pdf,5876.00,104.00,-116.00,4.269,0.125,-0.112,0.2400,0.1500,-0.1500,1.2930,0.2150,-0.1960,1.1320,0.0810,-0.0900,,,,q1_q17_dr25_stellar,291.467320,50.759480,12.710,13.104,12.639,12.542,12.519,11.640,11.384,11.327,0.003,19.431166000,0.000013000,50.75935000,0.00014000,0.41000,0.45000,-0.45000,0.51000,-9.200000e-05,3.20000e-05,4.000000e-06,3.70000e-05,0.2800,0.3100,0.0600,0.2400,0.2900,0.3000,0.1800,0.2900,0.1200,0.2300,0.2200,0.2700
1251,6198999,K01687.01,Kepler-928 b,CONFIRMED,Active,2017-05-10,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,3.932460690,1.0360000e-05,-1.0360000e-05,132.5543500,2.350000e-03,-2.350000e-03,2454965.554,2.350000e-03,-2.350000e-03,0,,,,,,0.4160,0.0420,-0.4120,2.17630,0.07420,-0.07420,,,,4.5550e+02,1.760e+01,-1.760e+01,0.019407,3.250000e-04,-1.060000e-03,2.60597,0.99770,-0.57485,LS+MCMC,1.65,1.000e-01,-1.600e-01,0.0444,,,88.15,,,894.0,,,151.31,40.89,-40.08,12.870000,4.900000,-4.900000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.1054,0.6323,q1_q17_dr25_koi,5.0824650,25.9841060,30.60,1,347,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.28100,Mandel and Agol (2002 ApJ 580 171),,,006/006198/006198999/dv/kplr006198999-20160209194854_dvr.pdf,006/006198/006198999/dv/kplr006198999-001-20160209194854_dvs.pdf,4841.00,144.00,-129.00,4.533,0.072,-0.044,0.1000,0.2500,-0.3000,0.7790,0.0490,-0.0740,0.7560,0.0720,-0.0540,,,,q1_q17_dr25_stellar,289.920720,41.542831,15.320,16.205,15.256,14.940,14.742,13.685,13.126,12.933,0.512,19.328038000,0.000011000,41.54278000,0.00011000,-0.39000,0.46000,-0.16000,0.40000,1.400000e-04,2.10000e-04,-6.000000e-05,1.80000e-04,-0.1100,0.1200,0.1500,0.1200,0.1800,0.1200,-0.2800,0.1200,-0.0800,0.1300,0.2900,0.1300
1252,6310636,K01688.01,Kepler-929 b,CONFIRMED,Active,2017-05-10,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,0.921030497,2.9920000e-06,-2.9920000e-06,132.0317100,2.640000e-03,-2.640000e-03,2454965.032,2.640000e-03,-2.640000e-03,0,,,,,,0.0250,0.4100,-0.0250,2.60770,0.07900,-0.07900,,,,1.0150e+02,4.300e+00,-4.300e+00,0.009158,3.450000e-04,-2.180000e-04,0.48200,0.02393,-0.15494,LS+MCMC,1.62,2.500e-01,-3.500e-01,0.0192,,,89.49,,,2362.0,,,7380.64,3027.37,-3065.21,2.786000,0.138000,-0.138000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2638,0.4046,q1_q17_dr25_koi,3.8903625,20.2637230,27.00,1,1457,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.71520,Mandel and Agol (2002 ApJ 580 171),,,006/006310/006310636/dv/kplr006310636-20160209194854_dvr.pdf,006/006310/006310636/dv/kplr006310636-001-20160209194854_dvs.pdf,5843.00,79.00,-79.00,4.069,0.182,-0.084,0.1400,0.1500,-0.1500,1.6150,0.2520,-0.3460,1.1150,0.1190,-0.0950,,,,q1_q17_dr25_stellar,298.481110,41.615341,14.542,15.065,14.509,14.318,14.202,13.271,12.890,12.849,0.000,19.898709000,0.000013000,41.61530000,0.00015000,-1.29000,0.53000,-0.14000,0.52000,1.180000e-04,4.70000e-05,7.500000e-05,4.70000e-05,0.0200,0.2200,0.1100,0.2300,0.1100,0.2400,0.0300,0.2200,0.0100,0.2400,0.0300,0.2500
1253,6616218,K01692.01,Kepler-314 c,CONFIRMED,Active,2017-05-10,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,5.960400011,4.3900000e-06,-4.3900000e-06,137.2651710,6.360000e-04,-6.360000e-04,2454970.265,6.360000e-04,-6.360000e-04,0,,,,,,0.8000,0.0770,-0.5530,2.86170,0.04410,-0.04410,,,,8.2830e+02,7.300e+00,-7.300e+00,0.029409,1.600000e-04,-2.785000e-03,0.59047,1.66150,-0.00333,LS+MCMC,2.85,3.300e-01,-1.200e-01,0.0639,,,85.57,,,890.0,,,148.26,50.61,-22.66,10.350000,4.900000,-4.900000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2193,0.4785,q1_q17_dr25_koi,18.9425750,135.8303800,126.10,2,104,1,q1_q17_dr25_tce,10011001100110011000000000000000,0.41960,Mandel and Agol (2002 ApJ 580 171),,,006/006616/006616218/dv/kplr006616218-20160209194854_dvr.pdf,006/006616/006616218/dv/kplr006616218-001-20160209194854_dvs.pdf,5418.00,98.00,-108.00,4.534,0.024,-0.102,0.2800,0.1500,-0.1500,0.8860,0.1040,-0.0370,0.9780,0.0370,-0.0670,,,,q1_q17_dr25_stellar,294.674100,42.075581,12.557,13.126,12.459,12.313,12.205,11.242,10.850,10.778,0.225,19.644947300,0.000001700,42.07560100,0.00001600,0.26600,0.06800,0.07700,0.05800,-4.100000e-05,5.60000e-05,3.500000e-05,5.00000e-05,-0.0740,0.0920,0.0000,0.1200,0.0740,0.0920,0.0380,0.0930,0.2000,0.1200,0.2000,0.1300
1254,7761545,K01472.01,Kepler-857 b,CONFIRMED,Active,2017-05-10,CANDIDATE,0.9360,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,85.351487500,1.0290000e-04,-1.0290000e-04,161.0076080,9.390000e-04,-9.390000e-04,2454994.008,9.390000e-04,-9.390000e-04,0,,,,,,0.0520,0.2270,-0.0520,6.75040,0.04040,-0.04040,,,,4.6747e+03,3.660e+01,-3.660e+01,0.061610,7.340000e-04,-3.020000e-04,2.79021,0.00206,-0.50665,LS+MCMC,6.31,8.600e-01,-3.600e-01,0.3751,,,89.97,,,390.0,,,5.44,1.96,-0.89,102.423700,0.075600,-0.075600,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2291,0.4603,q1_q17_dr25_koi,45.2880820,143.4172000,142.80,1,17,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.20370,Mandel and Agol (2002 ApJ 580 171),,,007/007761/007761545/dv/kplr007761545-20160209194854_dvr.pdf,007/007761/007761545/dv/kplr007761545-001-20160209194854_dvs.pdf,5584.00,75.00,-83.00,4.478,0.045,-0.113,0.1400,0.1500,-0.1500,0.9380,0.1270,-0.0540,0.9660,0.0500,-0.0550,,,,q1_q17_dr25_stellar,294.632390,43.400471,15.061,15.599,15.020,14.831,14.757,13.847,13.499,13.403,0.000,19.642161000,0.000002500,43.40053400,0.00002900,0.09100,0.09800,0.23000,0.10000,1.420000e-03,6.00000e-04,-7.000000e-05,7.20000e-04,-0.0300,0.0690,-0.0470,0.0700,0.0560,0.0700,0.1180,0.0730,0.0700,0.0700,0.1370,0.0720
1256,12365184,K01474.01,Kepler-419 b,CONFIRMED,Active,2017-05-10,CANDIDATE,0.9850,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,69.726466390,2.3800000e-05,-2.3800000e-05,196.0932430,2.760000e-04,-2.760000e-04,2455029.093,2.760000e-04,-2.760000e-04,0,,,,,,0.0190,0.1490,-0.0190,3.71770,0.01080,-0.01080,,,,4.4912e+03,1.740e+01,-1.740e+01,0.061648,2.460000e-04,-1.220000e-04,13.68843,0.01595,-0.95533,LS+MCMC,11.65,2.120e+00,-2.120e+00,0.3710,,,89.99,,,613.0,,,33.30,15.50,-12.14,152.089000,0.177000,-0.177000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.3189,0.2981,q1_q17_dr25_koi,60.7602920,177.5447500,300.70,1,20,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.66660,Mandel and Agol (2002 ApJ 580 171),,,012/012365/012365184/dv/kplr012365184-20160209194854_dvr.pdf,012/012365/012365184/dv/kplr012365184-001-20160209194854_dvs.pdf,6430.00,77.00,-83.00,4.107,0.149,-0.122,0.2000,0.1500,-0.1500,1.7310,0.3150,-0.3150,1.3980,0.1210,-0.1210,,,,q1_q17_dr25_stellar,295.417880,51.184761,13.005,13.276,12.969,12.889,12.879,12.088,11.899,11.859,0.540,19.694538220,0.000000990,51.18490500,0.00001000,0.41400,0.03300,0.52200,0.03700,7.000000e-05,3.60000e-04,-7.000000e-05,5.50000e-04,0.0060,0.0740,0.0090,0.0720,0.0100,0.0770,0.0890,0.0760,0.0620,0.0710,0.1090,0.0750
1260,10748390,K00003.01,Kepler-3 b,CONFIRMED,Active,2017-05-10,CANDIDATE,0.9130,0,0,0,0,q1_q17_dr25_koi,CENT_SATURATED,4.887803076,4.6600000e-07,-4.6600000e-07,124.8130808,7.510000e-05,-7.510000e-05,2454957.813,7.510000e-05,-7.510000e-05,0,,,,,,0.0540,0.1450,-0.0540,2.36255,0.00466,-0.00466,,,,4.3158e+03,6.100e+00,-6.100e+00,0.057823,3.510000e-04,-1.740000e-04,3.69348,0.02020,-0.31849,LS+MCMC,4.82,1.700e-01,-1.800e-01,0.0530,,,89.82,,,800.0,,,96.67,14.91,-13.89,16.708400,0.091400,-0.091400,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.0989,0.6441,q1_q17_dr25_koi,245.2699300,2034.6268000,862.30,1,215,1,q1_q17_dr25_tce,11111101110111011000000000000000,0.01390,Mandel and Agol (2002 ApJ 580 171),,,010/010748/010748390/dv/kplr010748390-20160209194854_dvr.pdf,010/010748/010748390/dv/kplr010748390-001-20160209194854_dvs.pdf,4778.00,86.00,-95.00,4.591,0.015,-0.036,0.3200,0.1500,-0.1500,0.7630,0.0280,-0.0280,0.8300,0.0200,-0.0470,,,,q1_q17_dr25_stellar,297.709350,48.080853,9.174,10.665,9.479,,,7.608,7.131,7.009,0.000,19.847344990,0.000000290,48.08164480,0.00000170,1.98000,0.01000,2.85040,0.00630,1.684000e-03,5.30000e-05,8.110000e-04,4.80000e-05,-6.2000,1.7000,-2.2700,0.8900,6.6000,1.8000,-4.0000,1.4000,1.5500,0.9700,4.3000,1.2000
1261,11804465,K00020.01,Kepler-12 b,CONFIRMED,Active,2017-05-10,CANDIDATE,0.7610,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,4.437962934,1.7100000e-07,-1.7100000e-07,171.0091259,2.880000e-05,-2.880000e-05,2455004.009,2.880000e-05,-2.880000e-05,0,,,,,,0.0690,0.0070,-0.0500,4.69813,0.00079,-0.00079,,,,1.6388e+04,5.300e+00,-5.300e+00,0.116814,4.400000e-05,-5.300000e-05,0.50482,0.00357,-0.00068,LS+MCMC,18.05,2.920e+00,-3.570e+00,0.0545,,,89.51,,,1338.0,,,757.65,339.17,-311.08,8.070200,0.057100,-0.057100,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2891,0.3589,q1_q17_dr25_koi,302.3561700,3302.5850000,3535.60,1,238,1,q1_q17_dr25_tce,11111110111011101000000000000000,0.40490,Mandel and Agol (2002 ApJ 580 171),,,011/011804/011804465/dv/kplr011804465-20160209194854_dvr.pdf,011/011804/011804465/dv/kplr011804465-001-20160209194854_dvs.pdf,5953.00,105.00,-129.00,4.175,0.168,-0.112,0.0800,0.1500,-0.1500,1.4150,0.2290,-0.2800,1.0930,0.1090,-0.0890,,,,q1_q17_dr25_stellar,286.243440,50.040379,13.438,13.782,13.374,13.290,13.274,12.406,12.107,12.066,0.018,19.082895075,0.000000099,50.04038486,0.00000100,-0.00780,0.00340,0.01750,0.00360,-5.000000e-05,2.60000e-04,9.000000e-05,3.90000e-04,0.0010,0.0670,-0.0010,0.0670,0.0020,0.0670,-0.0440,0.0720,-0.0730,0.0680,0.0850,0.0700
