rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err
4522,11497958,K01422.04,Kepler-296 f,CONFIRMED,Active,2017-05-10,CANDIDATE,0.9270,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,63.335471900,9.2700000e-04,-9.2700000e-04,162.6161000,1.110000e-02,-1.110000e-02,2454995.616,1.110000e-02,-1.110000e-02,0,,,,,,0.0290,0.4220,-0.0290,3.65100,0.25100,-0.25100,,,,9.8300e+02,8.380e+01,-8.380e+01,0.028278,1.706000e-03,-1.484000e-03,11.91740,1.37717,-6.03080,LS+MCMC,1.18,1.500e-01,-1.800e-01,0.2279,,,89.99,,,202.0,,,0.39,0.15,-0.13,136.200000,15.700000,-15.700000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.3775,0.3402,q1_q17_dr25_koi,5.6751770,9.0987710,13.00,5,15,5,q1_q17_dr25_tce,11111110111011101000000000000000,0.94580,Mandel and Agol (2002 ApJ 580 171),,,011/011497/011497958/dv/kplr011497958-20160209194854_dvr.pdf,011/011497/011497958/dv/kplr011497958-005-20160209194854_dvs.pdf,3526.00,71.00,-78.00,4.866,0.066,-0.044,-0.0800,0.1500,-0.1500,0.3830,0.0480,-0.0580,0.3940,0.0550,-0.0670,,,,q1_q17_dr25_stellar,286.540010,49.437328,15.921,17.617,16.090,15.194,14.726,13.391,12.807,12.600,0.608,19.102674000,0.000037000,49.43745000,0.00031000,0.20000,1.30000,0.40000,1.10000,-2.000000e-04,1.20000e-03,-5.000000e-04,1.00000e-03,-0.1900,0.2400,0.2700,0.3900,0.3200,0.3700,-0.2700,0.3100,0.2100,0.3700,0.3500,0.3700
3626,6106282,K04087.01,Kepler-440 b,CONFIRMED,Active,2017-05-10,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_koi,CENT_KIC_POS,101.110701400,9.5290000e-04,-9.5290000e-04,215.5204000,8.060000e-03,-8.060000e-03,2455048.520,8.060000e-03,-8.060000e-03,0,,,,,,0.0460,0.4040,-0.0460,8.02900,0.21000,-0.21000,,,,8.7810e+02,4.220e+01,-4.220e+01,0.026318,1.248000e-03,-7.640000e-04,1.77604,0.08630,-0.67660,LS+MCMC,1.61,1.000e-01,-8.000e-02,0.3548,,,89.97,,,229.0,,,0.65,0.14,-0.11,98.640000,4.800000,-4.800000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.1171,0.6215,q1_q17_dr25_koi,7.3011320,15.7036340,24.10,1,10,1,q1_q17_dr25_tce,11110111011101110000000000000000,0.26790,Mandel and Agol (2002 ApJ 580 171),,,006/006106/006106282/dv/kplr006106282-20160209194854_dvr.pdf,006/006106/006106282/dv/kplr006106282-001-20160209194854_dvs.pdf,4133.00,74.00,-82.00,4.705,0.023,-0.033,-0.3000,0.1500,-0.1500,0.5610,0.0330,-0.0300,0.5780,0.0270,-0.0340,,,,q1_q17_dr25_stellar,285.349950,41.452209,15.134,16.529,15.161,14.536,14.179,12.960,12.323,12.121,0.107,19.023306000,0.000018000,41.45241000,0.00020000,-0.96000,0.71000,0.74000,0.71000,9.900000e-04,6.40000e-04,-1.000000e-04,6.50000e-04,0.1300,0.2700,-0.0600,0.3800,0.1400,0.3700,0.2400,0.2500,0.4600,0.3900,0.5200,0.3700
2024,10027247,K02418.01,Kepler-1229 b,CONFIRMED,Active,2017-05-10,CANDIDATE,0.9370,0,0,0,0,q1_q17_dr25_koi,CENT_KIC_POS,86.829519000,1.2900000e-03,-1.2900000e-03,189.2616200,9.690000e-03,-9.690000e-03,2455022.262,9.690000e-03,-9.690000e-03,0,,,,,,0.9530,0.0180,-0.6690,7.46400,0.37100,-0.37100,,,,7.5100e+02,5.720e+01,-5.720e+01,0.033200,1.960000e-04,-8.999000e-03,0.11306,3.61978,-0.06936,LS+MCMC,1.68,1.200e-01,-2.100e-01,0.3013,,,88.47,,,196.0,,,0.35,0.08,-0.11,35.600000,17.500000,-17.500000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.3258,0.4047,q1_q17_dr25_koi,4.8417390,11.6531370,15.10,1,14,1,q1_q17_dr25_tce,11111101110111011000000000000000,0.80540,Mandel and Agol (2002 ApJ 580 171),,,010/010027/010027247/dv/kplr010027247-20160209194854_dvr.pdf,010/010027/010027247/dv/kplr010027247-001-20160209194854_dvs.pdf,3576.00,71.00,-85.00,4.791,0.055,-0.035,0.1600,0.1500,-0.1500,0.4630,0.0340,-0.0580,0.4820,0.0410,-0.0620,,,,q1_q17_dr25_stellar,297.486690,46.996712,15.474,17.021,15.613,14.960,14.511,13.228,12.573,12.374,0.570,19.832456000,0.000026000,46.99667000,0.00029000,0.35000,0.97000,-0.10000,1.00000,3.000000e-05,7.30000e-04,4.100000e-04,7.80000e-04,-0.2500,0.2700,-0.1000,0.2500,0.2700,0.2800,0.4400,0.2200,0.3300,0.2500,0.5500,0.2500
8324,8297319,K07591.01,,CANDIDATE,Active,2015-09-18,CANDIDATE,,0,0,0,0,q1_q17_dr24_koi,TOO_FEW_QUARTERS,328.322110000,1.3470000e-02,-1.3470000e-02,144.0773000,3.610000e-02,-3.610000e-02,2454977.077,3.610000e-02,-3.610000e-02,0,,,,,,0.1169,0.3530,-0.1168,13.53000,1.30000,-1.30000,,,,3.9900e+02,5.140e+01,-5.140e+01,0.017786,1.020000e-03,-2.016000e-03,1.15674,0.22985,-0.65390,MCMC,1.30,1.800e-01,-1.000e-01,0.8367,,,89.95,,,193.0,,,0.33,0.17,-0.08,187.500000,37.300000,-37.300000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.1682,0.5469,q1_q17_dr24_koi,7.6498203,7.3586040,8.20,1,3,1,q1_q17_dr24_tce,10101010101010101000000000000000,,Mandel and Agol (2002 ApJ 580 171),,,008/008297/008297319/dv/kplr008297319-20141002224145_dvr.pdf,008/008297/008297319/dv/kplr008297319-001-20141002224145_dvs.pdf,4906.00,182.00,-164.00,4.648,0.032,-0.032,-0.3200,0.3400,-0.3000,0.6680,0.0950,-0.0520,0.7360,0.0750,-0.0850,,,,stellar_q1_q17,290.906950,44.291779,14.937,15.706,14.893,14.607,14.444,13.340,12.858,12.742,0.577,19.393785000,0.000045000,44.29205000,0.00043000,-0.40000,1.70000,1.00000,1.60000,2.600000e-04,6.40000e-04,-2.200000e-04,5.80000e-04,0.1000,0.3000,-2.4000,0.6100,2.4000,0.6100,0.2400,0.3300,-1.9300,0.6400,1.9500,0.6400
4649,4138008,K04742.01,Kepler-442 b,CONFIRMED,Active,2017-05-10,CANDIDATE,0.9930,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,112.303136000,1.7220000e-03,-1.7220000e-03,230.4383000,1.250000e-02,-1.250000e-02,2455063.438,1.250000e-02,-1.250000e-02,0,,,,,,0.2480,0.1910,-0.2480,5.86900,0.36200,-0.36200,,,,5.0210e+02,4.410e+01,-4.410e+01,0.020068,1.174000e-03,-1.111000e-03,4.53694,1.04694,-1.67626,LS+MCMC,1.30,7.000e-02,-5.000e-02,0.3874,,,89.90,,,241.0,,,0.79,0.15,-0.11,144.600000,33.400000,-33.400000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.0833,0.6584,q1_q17_dr25_koi,6.4854620,12.9237930,13.10,1,12,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.72840,Mandel and Agol (2002 ApJ 580 171),,,004/004138/004138008/dv/kplr004138008-20160209194854_dvr.pdf,004/004138/004138008/dv/kplr004138008-001-20160209194854_dvs.pdf,4401.00,78.00,-78.00,4.677,0.017,-0.027,-0.3800,0.1500,-0.1500,0.5950,0.0300,-0.0240,0.6130,0.0300,-0.0300,,,,q1_q17_dr25_stellar,285.366580,39.280079,14.976,15.941,14.930,14.563,14.341,13.233,12.581,12.488,0.308,19.024422000,0.000027000,39.28016000,0.00034000,-0.70000,1.10000,0.30000,1.20000,2.800000e-04,5.80000e-04,-4.300000e-04,6.30000e-04,0.2000,1.3000,-0.1100,0.6000,0.1900,0.8900,0.2100,0.7900,-0.4500,0.8600,0.5000,0.8400
2024,10027247,K02418.01,Kepler-1229 b,CONFIRMED,Active,2017-05-10,CANDIDATE,0.9370,0,0,0,0,q1_q17_dr25_koi,CENT_KIC_POS,86.829519000,1.2900000e-03,-1.2900000e-03,189.2616200,9.690000e-03,-9.690000e-03,2455022.262,9.690000e-03,-9.690000e-03,0,,,,,,0.9530,0.0180,-0.6690,7.46400,0.37100,-0.37100,,,,7.5100e+02,5.720e+01,-5.720e+01,0.033200,1.960000e-04,-8.999000e-03,0.11306,3.61978,-0.06936,LS+MCMC,1.68,1.200e-01,-2.100e-01,0.3013,,,88.47,,,196.0,,,0.35,0.08,-0.11,35.600000,17.500000,-17.500000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.3258,0.4047,q1_q17_dr25_koi,4.8417390,11.6531370,15.10,1,14,1,q1_q17_dr25_tce,11111101110111011000000000000000,0.80540,Mandel and Agol (2002 ApJ 580 171),,,010/010027/010027247/dv/kplr010027247-20160209194854_dvr.pdf,010/010027/010027247/dv/kplr010027247-001-20160209194854_dvs.pdf,3576.00,71.00,-85.00,4.791,0.055,-0.035,0.1600,0.1500,-0.1500,0.4630,0.0340,-0.0580,0.4820,0.0410,-0.0620,,,,q1_q17_dr25_stellar,297.486690,46.996712,15.474,17.021,15.613,14.960,14.511,13.228,12.573,12.374,0.570,19.832456000,0.000026000,46.99667000,0.00029000,0.35000,0.97000,-0.10000,1.00000,3.000000e-05,7.30000e-04,4.100000e-04,7.80000e-04,-0.2500,0.2700,-0.1000,0.2500,0.2700,0.2800,0.4400,0.2200,0.3300,0.2500,0.5500,0.2500
6241,9002278,K00701.04,Kepler-62 f,CONFIRMED,Active,2017-05-10,FALSE POSITIVE,0.0000,1,0,0,0,q1_q17_dr25_koi,INDIV_TRANS_RUBBLE_SKYE---CENT_KIC_POS,267.282521000,4.8100000e-03,-4.8100000e-03,589.7197500,9.160000e-03,-9.160000e-03,2455422.720,9.160000e-03,-9.160000e-03,0,,,,,,0.3780,0.0920,-0.3780,7.78800,0.37400,-0.37400,,,,4.7190e+02,2.690e+01,-2.690e+01,0.019731,7.000000e-04,-1.002000e-03,4.05503,1.50936,-1.12872,LS+MCMC,1.43,8.000e-02,-6.000e-02,0.7279,,,89.91,,,207.0,,,0.44,0.09,-0.07,248.300000,92.400000,-92.400000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.1731,0.5396,q1_q17_dr25_koi,7.3668660,14.2876860,19.30,5,4,4,q1_q17_dr25_tce,11111111111111111000000000000000,0.22150,Mandel and Agol (2002 ApJ 580 171),,,009/009002/009002278/dv/kplr009002278-20160209194854_dvr.pdf,009/009002/009002278/dv/kplr009002278-004-20160209194854_dvs.pdf,4926.00,98.00,-98.00,4.653,0.017,-0.049,-0.3600,0.1500,-0.1500,0.6620,0.0410,-0.0270,0.7270,0.0290,-0.0590,,,,q1_q17_dr25_stellar,283.212740,45.349861,13.725,14.417,13.654,13.429,13.302,12.256,11.739,11.659,0.277,18.880837000,0.000020000,45.34959000,0.00020000,-0.50000,0.78000,-0.96000,0.70000,1.000000e-04,3.70000e-04,2.800000e-04,3.30000e-04,-0.8500,0.2400,-0.0600,0.1700,0.8500,0.2400,-1.2200,0.2100,-0.5000,0.1500,1.3200,0.2000
3795,8120608,K00571.05,Kepler-186 f,CONFIRMED,Active,2017-05-10,CANDIDATE,0.6770,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,129.945392000,1.5560000e-03,-1.5560000e-03,176.8228500,8.820000e-03,-8.820000e-03,2455009.823,8.820000e-03,-8.820000e-03,0,,,,,,0.9090,0.0400,-0.6950,5.78600,0.29300,-0.29300,,,,5.0010e+02,4.040e+01,-4.040e+01,0.024432,2.230000e-03,-4.203000e-03,0.59814,7.25969,-0.35691,LS+MCMC,1.18,1.100e-01,-1.400e-01,0.3855,,,89.36,,,177.0,,,0.23,0.07,-0.06,81.100000,39.400000,-39.400000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.4418,0.2405,q1_q17_dr25_koi,4.4009790,7.6691337,13.10,5,8,5,q1_q17_dr25_tce,11111111111111111000000000000000,0.81830,Mandel and Agol (2002 ApJ 580 171),,,008/008120/008120608/dv/kplr008120608-20160209194854_dvr.pdf,008/008120/008120608/dv/kplr008120608-005-20160209194854_dvs.pdf,3751.00,75.00,-84.00,4.800,0.065,-0.035,-0.3400,0.1500,-0.1500,0.4430,0.0400,-0.0530,0.4520,0.0380,-0.0500,,,,q1_q17_dr25_stellar,298.652710,43.955021,14.625,16.049,14.679,14.015,13.667,12.473,11.824,11.605,0.998,19.910187000,0.000030000,43.95498000,0.00034000,0.20000,1.20000,-0.10000,1.20000,-2.000000e-05,5.40000e-04,1.000000e-05,5.70000e-04,0.2200,0.3700,-0.0600,0.3800,0.2200,0.4300,0.3600,0.3400,-0.0900,0.3900,0.3700,0.3900
4688,6497146,K03284.01,Kepler-438 b,CONFIRMED,Active,2017-05-10,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,35.233069400,2.7050000e-04,-2.7050000e-04,135.3647700,6.370000e-03,-6.370000e-03,2454968.365,6.370000e-03,-6.370000e-03,0,,,,,,0.1390,0.3230,-0.1390,3.67400,0.21500,-0.21500,,,,3.5280e+02,2.750e+01,-2.750e+01,0.016941,1.070000e-03,-7.250000e-04,6.12686,0.96504,-2.63386,LS+MCMC,0.97,6.000e-02,-7.000e-02,0.1729,,,89.89,,,288.0,,,1.62,0.37,-0.34,73.800000,11.600000,-11.600000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2107,0.5308,q1_q17_dr25_koi,3.8971653,11.9203230,14.50,1,38,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.61200,Mandel and Agol (2002 ApJ 580 171),,,006/006497/006497146/dv/kplr006497146-20160209194854_dvr.pdf,006/006497/006497146/dv/kplr006497146-001-20160209194854_dvs.pdf,3749.00,75.00,-84.00,4.743,0.033,-0.033,0.1600,0.1500,-0.1500,0.5240,0.0330,-0.0370,0.5540,0.0280,-0.0430,,,,q1_q17_dr25_stellar,281.645810,41.951092,14.467,15.987,14.610,13.815,13.393,12.130,11.449,11.199,0.002,18.776325000,0.000021000,41.95070000,0.00024000,-2.47000,0.86000,-1.39000,0.87000,5.800000e-04,3.20000e-04,4.300000e-04,3.20000e-04,-0.2800,0.4200,-0.0300,0.3300,0.2800,0.4200,-0.4800,0.4200,0.0000,0.3300,0.4800,0.4200
3413,9002278,K00701.03,Kepler-62 e,CONFIRMED,Active,2017-05-10,CANDIDATE,0.9940,0,0,0,0,q1_q17_dr25_koi,CENT_KIC_POS,122.385868100,5.0220000e-04,-5.0220000e-04,150.4115800,3.170000e-03,-3.170000e-03,2454983.412,3.170000e-03,-3.170000e-03,0,,,,,,0.1010,0.3530,-0.1010,7.12300,0.10200,-0.10200,,,,7.1110e+02,1.560e+01,-1.560e+01,0.023749,8.470000e-04,-4.280000e-04,3.01939,0.22328,-0.89162,LS+MCMC,1.72,1.000e-01,-7.000e-02,0.4324,,,89.96,,,269.0,,,1.24,0.27,-0.19,133.710000,9.900000,-9.900000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.1731,0.5396,q1_q17_dr25_koi,13.4031530,35.9406400,46.30,5,11,3,q1_q17_dr25_tce,11111111111111111000000000000000,0.50960,Mandel and Agol (2002 ApJ 580 171),,,009/009002/009002278/dv/kplr009002278-20160209194854_dvr.pdf,009/009002/009002278/dv/kplr009002278-003-20160209194854_dvs.pdf,4926.00,98.00,-98.00,4.653,0.017,-0.049,-0.3600,0.1500,-0.1500,0.6620,0.0410,-0.0270,0.7270,0.0290,-0.0590,,,,q1_q17_dr25_stellar,283.212740,45.349861,13.725,14.417,13.654,13.429,13.302,12.256,11.739,11.659,0.998,18.880842100,0.000007300,45.34976000,0.00007300,-0.30000,0.28000,-0.36000,0.26000,0.000000e+00,2.00000e-04,-1.000000e-05,1.90000e-04,0.0300,0.3200,-0.2000,0.2600,0.2000,0.2800,-0.2800,0.3300,-0.6300,0.2600,0.6900,0.2700
3694,11415243,K04036.01,Kepler-1544 b,CONFIRMED,Active,2017-05-10,CANDIDATE,0.9650,0,0,0,0,q1_q17_dr25_koi,CENT_KIC_POS,168.811330000,2.1020000e-03,-2.1020000e-03,211.4398200,9.760000e-03,-9.760000e-03,2455044.440,9.760000e-03,-9.760000e-03,0,,,,,,0.0830,0.3990,-0.0830,6.58200,0.36000,-0.36000,,,,6.1440e+02,4.710e+01,-4.710e+01,0.021852,1.501000e-03,-9.860000e-04,5.27578,0.52419,-2.47748,LS+MCMC,1.69,1.000e-01,-6.000e-02,0.5459,,,89.98,,,241.0,,,0.80,0.17,-0.12,199.600000,19.800000,-19.800000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.1082,0.6270,q1_q17_dr25_koi,7.4183440,14.8006360,15.30,1,9,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.48560,Mandel and Agol (2002 ApJ 580 171),,,011/011415/011415243/dv/kplr011415243-20160209194854_dvr.pdf,011/011415/011415243/dv/kplr011415243-001-20160209194854_dvs.pdf,4798.00,95.00,-95.00,4.620,0.015,-0.045,0.0000,0.1500,-0.1500,0.7070,0.0430,-0.0250,0.7710,0.0300,-0.0480,,,,q1_q17_dr25_stellar,297.285000,49.212460,14.061,14.893,14.015,13.704,13.543,12.480,11.985,11.903,0.691,19.819014000,0.000018000,49.21257000,0.00017000,0.51000,0.64000,0.41000,0.61000,-4.000000e-05,3.80000e-04,-1.800000e-04,3.60000e-04,0.5900,0.3100,0.1800,0.2200,0.6200,0.3400,1.0200,0.3800,0.2600,0.2400,1.0600,0.4100
9222,10604335,K01298.02,Kepler-283 c,CONFIRMED,Active,2017-05-10,FALSE POSITIVE,0.0000,0,1,0,0,q1_q17_dr25_koi,DEEP_V_SHAPED,92.749577700,6.9420000e-04,-6.9420000e-04,173.2797500,5.430000e-03,-5.430000e-03,2455006.280,5.430000e-03,-5.430000e-03,0,,,,,,0.0190,0.4220,-0.0190,5.50600,0.19100,-0.19100,,,,1.1051e+03,6.510e+01,-6.510e+01,0.029388,1.663000e-03,-8.920000e-04,5.11010,0.22191,-2.08274,LS+MCMC,1.87,8.000e-02,-1.000e-01,0.3378,,,89.99,,,240.0,,,0.78,0.15,-0.14,132.450000,5.800000,-5.800000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.1010,0.6443,q1_q17_dr25_koi,4.4277280,10.7435630,18.00,2,14,2,q1_q17_dr25_tce,11111111111111111000000000000000,0.87790,Mandel and Agol (2002 ApJ 580 171),,,010/010604/010604335/dv/kplr010604335-20160209194854_dvr.pdf,010/010604/010604335/dv/kplr010604335-002-20160209194854_dvs.pdf,4141.00,83.00,-91.00,4.684,0.022,-0.025,-0.2000,0.1500,-0.1500,0.5820,0.0270,-0.0300,0.5960,0.0280,-0.0360,,,,q1_q17_dr25_stellar,293.613710,47.839001,15.847,17.023,15.819,15.344,15.046,13.927,13.263,13.139,0.154,19.574255000,0.000020000,47.83880000,0.00020000,0.26000,0.72000,-0.71000,0.71000,-1.200000e-04,9.60000e-04,8.000000e-04,1.10000e-03,-0.1200,0.2900,-0.1500,0.2300,0.1900,0.2600,0.0300,0.3300,-0.1100,0.2400,0.1200,0.2600
2617,3642335,K03010.01,Kepler-1410 b,CONFIRMED,Active,2017-05-10,CANDIDATE,0.9960,0,0,0,0,q1_q17_dr25_koi,CENT_KIC_POS,60.866097400,6.4970000e-04,-6.4970000e-04,179.2867400,7.870000e-03,-7.870000e-03,2455012.287,7.870000e-03,-7.870000e-03,0,,,,,,0.0040,0.4630,-0.0040,4.39700,0.23800,-0.23800,,,,7.1430e+02,5.370e+01,-5.370e+01,0.024307,1.273000e-03,-1.109000e-03,6.48899,0.04423,-3.57545,LS+MCMC,1.39,7.000e-02,-1.000e-01,0.2465,,,90.00,,,244.0,,,0.84,0.17,-0.16,108.315000,0.738000,-0.738000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.3037,0.4224,q1_q17_dr25_koi,3.7375264,12.6815020,15.40,1,23,1,q1_q17_dr25_tce,01111111111111111000000000000000,0.90580,Mandel and Agol (2002 ApJ 580 171),,,003/003642/003642335/dv/kplr003642335-20160209194854_dvr.pdf,003/003642/003642335/dv/kplr003642335-001-20160209194854_dvs.pdf,3808.00,69.00,-76.00,4.734,0.033,-0.027,-0.0200,0.1500,-0.1500,0.5220,0.0280,-0.0350,0.5390,0.0300,-0.0370,,,,q1_q17_dr25_stellar,290.510190,38.743542,15.757,17.121,15.759,15.173,14.829,13.586,12.906,12.767,0.052,19.367387000,0.000025000,38.74388000,0.00024000,1.70000,1.00000,1.21000,0.86000,-9.600000e-04,7.90000e-04,-5.200000e-04,6.60000e-04,-0.2500,0.5000,-0.5600,0.7300,0.6200,0.7900,0.5100,0.4800,-0.2100,0.3700,0.5500,0.4700
170,6435936,K00854.01,Kepler-705 b,CONFIRMED,Active,2017-05-10,CANDIDATE,0.9960,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,56.056075400,2.7530000e-04,-2.7530000e-04,201.1657800,3.290000e-03,-3.290000e-03,2455034.166,3.290000e-03,-3.290000e-03,0,,,,,,0.0180,0.4130,-0.0180,4.68500,0.13200,-0.13200,,,,1.6260e+03,6.670e+01,-6.670e+01,0.036134,1.465000e-03,-9.830000e-04,5.11354,0.40953,-1.64419,LS+MCMC,1.94,1.200e-01,-2.200e-01,0.2280,,,89.99,,,233.0,,,0.69,0.15,-0.19,94.700000,7.600000,-7.600000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.3107,0.4230,q1_q17_dr25_koi,6.1299686,19.2542000,27.40,1,24,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.07660,Mandel and Agol (2002 ApJ 580 171),,,006/006435/006435936/dv/kplr006435936-20160209194854_dvr.pdf,006/006435/006435936/dv/kplr006435936-001-20160209194854_dvs.pdf,3593.00,71.00,-86.00,4.757,0.054,-0.027,0.2600,0.1500,-0.1500,0.4910,0.0300,-0.0550,0.5030,0.0360,-0.0540,,,,q1_q17_dr25_stellar,289.508480,41.812119,15.849,17.455,16.093,15.162,14.719,13.446,12.778,12.536,0.048,19.300560000,0.000012000,41.81202000,0.00014000,-0.24000,0.47000,-0.35000,0.49000,7.700000e-04,8.60000e-04,9.200000e-04,9.30000e-04,0.1000,0.2400,-0.3300,0.1700,0.3500,0.1900,0.1900,0.2600,-0.5700,0.1800,0.6000,0.2100
4287,7429240,K04450.01,Kepler-1606 b,CONFIRMED,Active,2017-05-10,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_koi,CENT_FEW_DIFFS,196.436796000,2.5430000e-03,-2.5430000e-03,173.6920000,1.130000e-02,-1.130000e-02,2455006.692,1.130000e-02,-1.130000e-02,0,,,,,,0.0190,0.4260,-0.0190,8.55600,0.37100,-0.37100,,,,6.3190e+02,5.090e+01,-5.090e+01,0.022558,1.362000e-03,-9.580000e-04,2.82720,0.23504,-1.09650,LS+MCMC,2.33,2.800e-01,-1.900e-01,0.6446,,,89.99,,,292.0,,,1.72,0.57,-0.36,179.300000,14.900000,-14.900000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2240,0.4695,q1_q17_dr25_koi,5.9499454,11.0606130,14.40,1,7,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.42700,Mandel and Agol (2002 ApJ 580 171),,,007/007429/007429240/dv/kplr007429240-20160209194854_dvr.pdf,007/007429/007429240/dv/kplr007429240-001-20160209194854_dvs.pdf,5462.00,82.00,-82.00,4.452,0.072,-0.096,0.1600,0.1500,-0.1500,0.9460,0.1150,-0.0770,0.9240,0.0530,-0.0480,,,,q1_q17_dr25_stellar,286.378270,43.073250,15.139,15.713,15.091,14.893,14.827,13.875,13.502,13.400,0.555,19.091906000,0.000025000,43.07324000,0.00031000,0.86000,0.99000,0.00000,1.10000,-5.200000e-04,6.80000e-04,0.000000e+00,7.70000e-04,-0.4000,0.3900,-0.4100,0.7900,0.5700,0.4300,-0.2900,0.4600,-0.4400,0.3200,0.5200,0.3700
